Address,Latitude,Longitude
BHARTI NAGAR,28.5967192,77.2287497
SHAHJAHAN ROAD,28.6037685,77.2244183
PRAGATI MAIDAN,28.61723775,77.24346159
ITO RING ROAD,35.1522655,136.8764242
RAINY WELL,28.6279924,77.2609314
SHAKAR PUR,32.26271,75.1650181
SURYA NAGAR,19.4029227,78.33238
DILSHAD GARDEN,28.6806819,77.3220645
JANTAR MANTAR,26.9247389,75.8244663
MANDI HOUSE,28.6256122,77.2341966
RAINY WELL,28.6279924,77.2609314
MOTHER DAIRY,13.09600155,77.57316625
13-BLK TRILOK PURI,28.6126165,77.3061776
KALYAN PURI,28.6159271,77.317636
NEW KONDLI,28.60698375,77.33889921
KENDRIYA TERMINAL,28.619499,77.2060548
JANTAR MANTAR,26.9247389,75.8244663
MANDI HOUSE,28.6256122,77.2341966
RAINY WELL,28.6279924,77.2609314
SHAKAR PUR,32.26271,75.1650181
H.P. DEPOT,12.05608075,15.03581487
KALYAN PURI,28.6159271,77.317636
13-BLK TRILOK PURI,28.6126165,77.3061776
KRISHI BHAWAN,28.614871,77.212476
MANDI HOUSE,28.6256122,77.2341966
RAINY WELL,28.6279924,77.2609314
MOTHER DAIRY,13.09600155,77.57316625
VINOD NAGAR,28.623803,77.29837774
KALYAN PURI,28.6159271,77.317636
NARAINA VILLAGE,28.6220547,77.1386441
BARAR SQUARE,28.6098994,77.1391289
R.R. LINES,30.35854465,76.8152705
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
NAUROJI NAGAR,28.5685678,77.1934447
AIIMS,28.5668602,77.2078058
Andrews Ganj,28.5645794,77.2280478
TOLL BRIDGE CORNER,44.85872625,-69.86376326
RO APARTMENT,37.5680414,126.820125
IGI AIRPORT Terminal-2,28.5556876,77.0917301
CARGO (AIRPORT),5.42797015,7.204520853
APS COLONY,28.57559995,77.13658505
AIRFORCE H.Q.,43.100071,-70.8210647
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
NAUROJI NAGAR,28.5685678,77.1934447
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
LAJPAT NAGAR,28.5660924,77.2432851
MAHARANI BAGH,28.5720013,77.2633718
TOLL BRIDGE CORNER,44.85872625,-69.86376326
BHEL,10.7264832,78.7630502
NEELKANTH APARTMENTS,28.72054495,77.13700479
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
NAUROJI NAGAR,28.5685678,77.1934447
AIIMS,28.5668602,77.2078058
Andrews Ganj,28.5645794,77.2280478
TOLL BRIDGE CORNER,44.85872625,-69.86376326
REGAL,45.4068106,-94.8452502
KRISHI BHAWAN,28.614871,77.212476
NIRMAN BHAWAN,31.09028,77.1757245
PRITHVI RAJ ROAD,25.9464265,83.57163947
S.J.AIRPORT,60.3187687,24.9681249
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
LAJPAT NAGAR,28.5660924,77.2432851
OKHLA,28.5636616,77.2890546
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
OKHLA,28.5636616,77.2890546
MORI GATE,28.664203,77.2237393
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
ISHWAR NAGAR-II,28.5591555,77.2696155
OKHLA TANK,28.5480079,77.2765325
BADAR PUR,23.0184013,90.878216
Old Delhi RAILWAY STATION,28.6609277,77.2276494
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
ISHWAR NAGAR-II,28.5591555,77.2696155
OKHLA TANK,28.5480079,77.2765325
BADAR PUR,23.0184013,90.878216
RAJA GARDEN,28.652182,77.1263056
MOTI NAGAR,28.657859,77.1424288
WEST PATEL NAGAR,28.6519279,77.162923
SHANKAR RD.,28.6260398,77.1966582
RIDGE ROAD,40.159146,-80.0486088
KENDRIYA TERMINAL,28.619499,77.2060548
KRISHI BHAWAN,28.614871,77.212476
SHAHJAHAN ROAD,28.6037685,77.2244183
BHARTI NAGAR,28.5967192,77.2287497
NIZAMUDDIN RAILWAY STATION.,28.5862839,77.2534326
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
ISHWAR NAGAR,15.3260547,75.1335895
OKHLA TANK,28.5480079,77.2765325
BADAR PUR,23.0184013,90.878216
Mukherji Park,28.64721,77.458213
RAJA GARDEN,28.652182,77.1263056
MOTI NAGAR,28.657859,77.1424288
WEST PATEL NAGAR,28.6519279,77.162923
SHANKAR ROAD,28.627048,77.1952687
RIDGE RD,40.6536753,-75.0333376
KENDRIYA TERMINAL,28.619499,77.2060548
KRISHI BHAWAN,28.614871,77.212476
NATIONAL STADIUM,39.99152275,116.3902824
GOLF CLUB,-33.3651049,-60.1783419
ASHRAM,28.5724231,77.2585979
LAJPAT NAGAR,28.5660924,77.2432851
JAL VIHAR TERMINAL.,28.5783413,77.2459245
MORI GATE,28.664203,77.2237393
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
SNP DEPOT,28.5613334,77.2600501
HAMDARD NAGAR,28.51583225,77.25013961
AMBEDKAR NAGAR TERMINAL.,28.51407525,77.22830445
ASHRAM,28.5724231,77.2585979
LAJPAT NAGAR.,28.5660924,77.2432851
ANDREWS GANJ,28.5645794,77.2280478
KHEL GAON,25.4146563,81.7543099
MEHRAULI,28.5218262,77.1783232
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
SUNDER NAGAR,29.1166624,78.8176775
PANT NAGAR,28.58529855,77.24356543
MOOL CHAND HOSPITAL,29.1353451,77.0208676
A.N.TERMINAL,49.7278961,-112.824723
RAJ GHAT,28.6406036,77.2495084
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
SUNDER NAGAR,29.1166624,78.8176775
PANT NAGAR,28.58529855,77.24356543
MOOL CHAND,28.2317532,76.8929612
AMBEDKAR NAGAR TERMINAL.,28.51407525,77.22830445
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
SUNDER NAGAR,29.1166624,78.8176775
PANT NAGAR,28.58529855,77.24356543
MOOL CHAND HOSPITAL,29.1353451,77.0208676
SANT NAGAR,28.4129792,77.3088405
KALKAJI,28.5469476,77.258801
DDA FLATS KALKAJI,28.5278514,77.2573842
HAMDARD NAGAR,28.51583225,77.25013961
ASHRAM,28.5724231,77.2585979
S.N.P.DEPOT,34.93635505,-82.22556099
LADO SARAI,28.5254347,77.1920657
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
S.N.P.DEPOT,34.93635505,-82.22556099
KRISHI BHAWAN,28.614871,77.212476
S.J.AIRPORT,60.3187687,24.9681249
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
LAJPAT NAGAR,28.5660924,77.2432851
ESI HOSPITAL,17.4319714,78.5521205
S.J.TERMINAL,-38.36656,-60.2838509
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
LAJPAT NAGAR,28.5660924,77.2432851
HINDUSTAN STEEL,12.09206425,75.38545835
SCINDIA HOUSE,28.6290924,77.2201067
BARODA HOUSE,51.5750358,-0.297629748
SHAHJAHAN ROAD,28.6037685,77.2244183
RAVINDRA NAGAR,13.950891,75.5745957
LODHI COLONY.,28.586203,77.2268576
DEFENCE COLONY.,28.5713575,77.2330402
CENTRAL SCHOOL,35.7106924,-79.8036441
SANT NAGAR,28.4129792,77.3088405
KALKAJI,28.5469476,77.258801
DDA FLATS KALKAJI,28.5278514,77.2573842
HAMDARD NAGAR,28.51583225,77.25013961
A.N. TERMINAL.,49.7278961,-112.824723
SCINDIA HOUSE,28.6290924,77.2201067
BARODA HOUSE,51.5750358,-0.297629748
SHAHJAHAN ROAD,28.6037685,77.2244183
BHARTI NAGAR,28.5967192,77.2287497
DEFENCE COLONY,28.5713575,77.2330402
CENTRAL SCHOOL,35.7106924,-79.8036441
SANT NAGAR,28.4129792,77.3088405
C. LAL CHOWK,28.5339998,77.2687239
ESI HOSPITAL,17.4319714,78.5521205
ASHOK VIHAR CROSSING,28.7019197,77.1653293
WPD,-38.2158244,144.3061193
PUNJABI BAGH  TERMINAL,28.66799,77.1372421
RAJA GARDEN (RAJDHANI COLLEGE),28.65515775,77.12644942
NARAINA VILLAGE,28.6220547,77.1386441
BARAR SQUARE,28.6098994,77.1391289
R.R.LINE,39.9450716,-75.1038543
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
NAUROJI NAGAR,28.5685678,77.1934447
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
SANT NAGAR,28.4129792,77.3088405
SHAHDARA,28.6734298,77.2898858
SWARN CINEMA,28.6626675,77.2862452
MOTHER DAIRY,13.09600155,77.57316625
HINDON REGULATOR,28.5846442,77.3003653
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
AMITY SCHOOL,28.45506215,77.07680728
SARITA VIHAR,28.52863025,77.28835902
BADAR PUR,23.0184013,90.878216
JHEEL,29.537008,76.1163443
KHUREJI KHAS,28.646034,77.28018515
SHAKAR PUR,32.26271,75.1650181
MOTHER DAIRY,13.09600155,77.57316625
HINDON REGULATOR,28.5846442,77.3003653
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
AMITY SCHOOL,28.45506215,77.07680728
KALINDI KUNJ,28.542916,77.3101107
BADAR PUR,23.0184013,90.878216
MANDI HOUSE,28.6256122,77.2341966
SUPREME COURT,28.6216268,77.23908618
SUNDER NAGAR,29.1166624,78.8176775
PANT NAGAR,28.58529855,77.24356543
KALKA JI,28.3393138,84.4069375
TARA APARTMENT,28.5243012,77.2562726
BHALSWA JJ COLONY,28.7544401,77.16258805
BURARI CROSSING,28.7285944,77.1993251
JAGAT PUR,32.3377746,75.2521676
MAJNU KA TILLA,28.7033775,77.2281235
SUPREME COURT,28.6216268,77.23908618
ASHRAM,28.5724231,77.2585979
SAPNA CINEMA,12.97433475,77.57623699
PB TERMINAL,-3.6469104,133.7356723
PB CLUB,33.5558294,73.0802156
MP DEPOT,38.8472478,-97.6087558
NARAINA VILLAGE,28.6220547,77.1386441
BRAR SQUARE,28.6137377,77.1402634
RR LINE,44.1018098,-79.2764033
MOTI BAGH,28.6673671,77.18443756
RK PURAM SEC-1,17.3679481,78.5487763
IIT HOSTEL,28.5500106,77.1856157
IIT GATE,28.5429388,77.2007428
KHIRKI VILLAGE,28.5298852,77.2180771
SHEIKH SARAI -II,28.5368964,77.22223871
AN TERMINAL,10.2192773,-64.6369117
HAMDARD NAGAR,28.51583225,77.25013961
WEST ENCLAVE,23.0673738,-109.6509737
BAL BHARTI SCHOOL (P.ROAD),31.20499715,75.42030011
KESHAV MAHAVIDYALAYA,28.6880984,77.11979675
PUNJABI BAGH TERMINAL,28.66799,77.1372421
PUNJABI BAGH CLUB,28.6637776,77.1307799
NARAINA VILLAGE,28.6220547,77.1386441
R.R. LINE,39.9450716,-75.1038543
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
R.K. PURAM-1,17.4493802,80.283878
JNU,58.3566191,-134.580193
QUTAB ENCLAVE,33.7127499,73.09263374
PTS,32.681067,-17.104073
KHIRKI VILLAGE,28.5298852,77.2180771
A.N. TERMINAL,49.7278961,-112.824723
HAMDARD NAGAR,28.51583225,77.25013961
PUNJABI BAGH,28.668945,77.1324614
PUNJABI BAGH CLUB,28.6637776,77.1307799
BRAR SQUARE,28.6137377,77.1402634
RR LINES,28.6039435,77.1574134
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
R.K. PURAM SEC-1,25.6155175,85.040487
IIT HOSTEL,28.5500106,77.1856157
IIT GATE,28.5429388,77.2007428
SWAMI NAGAR,31.5796805,74.34737118
AMBEDKAR NAGAR TERMINAL.,28.51407525,77.22830445
DB GUPTA MKT,28.6179148,76.9767772
SC.HOUSE,51.51075915,-0.744029909
BARODA HOUSE,51.5750358,-0.297629748
BHARTI NAGAR,28.5967192,77.2287497
DEFENCE COLONY,28.5713575,77.2330402
GUPTA MKT,28.6179148,76.9767772
JAL VIHAR TERMINAL.,28.57847215,77.24626955
MINTO ROAD TERMINAL,28.6392584,77.2240617
REGAL,45.4068106,-94.8452502
KRISHI BHAWAN,28.614871,77.212476
S.J.AIRPORT,60.3187687,24.9681249
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
LAJPAT NAGAR,28.5660924,77.2432851
ASHRAM,28.5724231,77.2585979
ISHWAR NAGAR,15.3260547,75.1335895
OKHLA TANK,28.5480079,77.2765325
BADARPUR,24.8199645,92.49167641
OKHLA,28.5636616,77.2890546
KALKAJI DDA FLATS,28.52991,77.2558848
HAMDARD NAGAR,28.51583225,77.25013961
LADO SARAI,28.5254347,77.1920657
MEHRAULI.,28.5218262,77.1783232
S J HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
SWAMI NAGAR,31.5796805,74.34737118
O S COMMUNICATION,28.5427743,77.241437
NEHRU NAGAR TERMINAL,22.4814551,88.3464227
ANAND VIHAR ISBT,28.6490523,77.3182836
HP DEPOT,1.28315255,103.8055447
SHAKAR PUR,32.26271,75.1650181
MOTHER DAIRY,13.09600155,77.57316625
PUSHTA CROSSING,28.6284,77.2716623
EAST ROAD BRIDGE,23.8927842,120.3391327
SARAI KALE KHAN,28.5866263,77.25622818
S.N.P.DEPOT,34.93635505,-82.22556099
DDA FLATS KALKAJI,28.5278514,77.2573842
HAMDARD NAGAR,28.51583225,77.25013961
A.N.TERMINAL,49.7278961,-112.824723
ANAND VIHAR ISBT,28.6490523,77.3182836
SHAKARPUR.,28.62948875,77.28106073
MOTHER DAIRY,13.09600155,77.57316625
SARAI KALE KHAN,28.5866263,77.25622818
MAHARANI BAGH,28.5720013,77.2633718
ISHWAR NAGAR-II,28.5591555,77.2696155
OKHLA TANK,28.5480079,77.2765325
BADAR PUR,23.0184013,90.878216
ANAND VIHAR ISBT,28.6490523,77.3182836
SHAKARPUR.,28.62948875,77.28106073
MOTHER DAIRY,13.09600155,77.57316625
SARAI KALE KHAN,28.5866263,77.25622818
MAHARANI BAGH,28.5720013,77.2633718
ISHWAR NAGAR,15.3260547,75.1335895
OKHLA TANK,28.5480079,77.2765325
BADAR PUR,23.0184013,90.878216
TUGHLKABAD VILLAGE,28.5039869,77.2938193
HAMDARD NAGAR.,28.51583225,77.25013961
WAZIR PUR DEPOT,28.7246928,77.1518297
NARAINA VILL,28.6220547,77.1386441
BRAR SQUARE,28.6137377,77.1402634
R.R.LINE,39.9450716,-75.1038543
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
NAUROJI NAGAR,28.5685678,77.1934447
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
LAJPAT NAGAR,28.5660924,77.2432851
ASHRAM,28.5724231,77.2585979
ISHWAR NAGAR,15.3260547,75.1335895
OKHLA TANK,28.5480079,77.2765325
BADAR PUR,23.0184013,90.878216
BADARPUR BORDER,28.493283,77.30336567
SHANKAR ROAD,28.6253276,77.1981589
REGAL,45.4068106,-94.8452502
KRISHI BHAWAN,28.614871,77.212476
GOLF CLUB,-33.3651049,-60.1783419
PANT NAGAR,28.58529855,77.24356543
MOOL CHAND HOSP,29.1353451,77.0208676
SAVITRI CINEMA,28.5417413,77.2383845
DDA FLATS KALKAJI,28.5278514,77.2573842
HAMDARD NAGAR,28.51583225,77.25013961
SNPD,-18.6722229,-46.4900578
SARAI KALE KHAN ISBT,28.5905995,77.2578836
ROAD BRIDE EAST,41.3372204,-72.2415424
PUSTA XING,54.7661398,43.2734271
RAJNIGANDHA CHOWK,28.577313,77.3186744
VISHWA BHARTI SCHOOL,34.0966116,74.8279963
BAROLA VILLAGE,28.5449709,77.4001631
NEHRU PLACE,28.54925735,77.25295263
SNP DEPOT,28.5613334,77.2600501
MAHARANI BAGH,28.5720013,77.2633718
SARAI KALE KHAN,28.5866263,77.25622818
ROAD BRIDGE (E),37.370363,-83.056597
MAMURA CHOWK,28.6098181,77.3730562
NOIDA SEC-,28.5719858,77.34849184
ELECTRONIC CITY,12.8436448,77.6686835
MEHRAULI,28.5218262,77.1783232
PTS,32.681067,-17.104073
KHIRKI VILLAGE,28.5298852,77.2180771
OKHLA TANK,28.5480079,77.2765325
KALINDI KUNJ,28.542916,77.3101107
WAVE CINEMA,28.5681607,77.3218846
MAYUR VIHAR PKT. A-1,28.603133,77.2925892
REGAL,45.4068106,-94.8452502
KRISHI BHAWAN,28.614871,77.212476
S.J.AIRPORT,60.3187687,24.9681249
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
BEGAMPUR,22.7384088,88.2551099
SAKET,28.5244107,77.2137253
RED FORT,28.65608095,77.24079592
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
SHAHJAHAN RD,28.6037685,77.2244183
PRITHVIRAJ ROAD,28.7225417,77.1725963
S.J.AIRPORT,60.3187687,24.9681249
S.J.HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
PTS,32.681067,-17.104073
MEHRAULI,28.5218262,77.1783232
RAJ GHAT,28.644154,77.24983778
DELHI GATE,28.6392174,77.2407795
SUPREME COURT,28.6216268,77.23908618
SHAHJAHAN ROAD,28.6070346,77.2268359
PRITHVIRAJ ROAD,28.7225417,77.1725963
S.J.AIRPORT,60.3187687,24.9681249
S.J.HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
KAMLA MKT,28.6786683,77.2072566
SC.HOUSE,51.51075915,-0.744029909
S.J.AIRPORT,60.3187687,24.9681249
S.J.HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
PTS,32.681067,-17.104073
MEHRAULI,28.5218262,77.1783232
LADO SARAI TERMINAL,28.52363545,77.19116709
SAT BARI,30.283394,97.9600357
FATEHPUR BERI,28.4573589,77.1825027
DERA MORE,30.9485993,70.7277204
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
SM TEMPLE,26.1230752,91.7991912
IIT GATE,28.5429388,77.2007428
S.J.HOSPITAL,13.0360827,77.575065
ANDREWS GANJ,28.5645794,77.2280478
L.P.NAGAR,32.1135887,77.171316
ASHRAM,28.5724231,77.2585979
OKHLA,28.5636616,77.2890546
TUGLAKABAD VILLAGE,28.5089676,77.2652186
HAMDARD NAGAR,28.51583225,77.25013961
DDA FLATS KALKAJI,28.5278514,77.2573842
KALKAJI,28.5469476,77.258801
SWAMI NAGAR,31.5796805,74.34737118
I I T GATE,46.488099,5.0440038
JNU,58.3566191,-134.580193
R.K.PURAM-I,25.6155175,85.040487
MOTI BAGH,28.6673671,77.18443756
DHAULA KUAN,28.5948845,77.162261
O.S.COMMUNICATION,28.5427743,77.241437
SWAMI NAGAR,31.5796805,74.34737118
IIT GATE,28.5429388,77.2007428
ISTM,6.2363488,1.197944
R.K.PURAM-I,25.6155175,85.040487
MOTI BAGH,28.6673671,77.18443756
DHAULA KUAN,28.5948845,77.162261
R.K. Puram Sec-1,25.6155175,85.040487
Mohd. Pur,27.2090848,81.2730581
S.N.Depot,33.8487405,-82.2593544
I.N.A Colony,9.4845159,76.33820354
S.J Hospital,13.0360827,77.575065
IIT Gate,28.5429388,77.2007428
Panchsheel Club,28.5462085,77.2092944
J.Block Saket,28.5226318,77.2135155
Ambedkar Nagar TERMINAL,28.51407525,77.22830445
S.J.HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
PTS,32.681067,-17.104073
MEHRAULI,28.5218262,77.1783232
QUTAB,28.512951,77.1864532
SATBARI,28.4829696,77.1873236
FATEHPUR BERI,28.4573589,77.1825027
DERA VILLAGE,36.7713303,44.717625
S.J.HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
PTS,32.681067,-17.104073
LADO SARAI CROSSING,28.5227562,77.1918575
SULTANPUR,26.26047315,82.23805321
"GHITORNI,",28.493751,77.1491866
AIR FORCE STATION,28.5117048,77.255419
AYA NAGAR,28.47649105,77.13291316
S.J.HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
PTS,32.681067,-17.104073
LADO SARAI CROSSING,28.5227562,77.1918575
SULTANPUR,26.26047315,82.23805321
"GADAIPUR,",28.4725513,77.1825984
PAHARI TEMPLE,22.7627773,86.21676551
MANDI VILLAGE,28.4397525,77.1434049
SUPER BAZAR,-8.9814327,13.39331213
REGAL,45.4068106,-94.8452502
KRISHI BHAWAN,28.614871,77.212476
S.J.AIRPORT,60.3187687,24.9681249
S.J.HOSPITAL,13.0360827,77.575065
IIT GATE,28.5429388,77.2007428
WEST PATEL NAGAR,28.6519279,77.162923
SHANKAR ROAD,28.6253276,77.1981589
MANDIR MARG,26.9030733,75.8331558
"NATIONAL MUSEUM,",-6.17614245,106.8221879
PRITHVIRAJ RD,28.7225417,77.1725963
LODHI COLONY,28.586203,77.2268576
DEFENCE COLONY,28.5713575,77.2330402
KENDRIYA VIDYALAYA,10.08798775,78.79460308
SIRI FORT ROAD,28.5549124,77.2241847
KENDRIYA VIDYALAYA,10.08798775,78.79460308
DEFENCE COLONY.,28.5713575,77.2330402
LODHI COLONY.,28.586203,77.2268576
PRITHVI RAJ ROAD,25.9464265,83.57163947
SHANKER ROAD,28.6447471,77.1972623
INDER PURI,28.729945,77.1707212
SCINDIA HOUSE,28.6290924,77.2201067
BARODA HOUSE,51.5750358,-0.297629748
SHAHJAHAN ROAD,28.6070346,77.2268359
RAVINDER NAGAR,28.9829763,79.403493
LODHI COLONY,28.586203,77.2268576
DEFENCE COLONY.,28.5713575,77.2330402
KENDRIYA VIDYALAYA.,10.08798775,78.79460308
A.N.TERMINAL,49.7278961,-112.824723
SHANKAR ROAD,28.6253276,77.1981589
PRITHVI RAJ ROAD,25.9464265,83.57163947
LODHI COLONY,28.586203,77.2268576
DEFENCE COLONY,28.5713575,77.2330402
ANDREWS GANJ,28.5645794,77.2280478
KHEL GAON,25.4146563,81.7543099
SAKET J-BLOCK,28.5226318,77.2135155
AMBEDKAR NAGAR TERMINAL,28.51407525,77.22830445
HAMDARD NAGAR,28.51583225,77.25013961
INDER PURI,28.729945,77.1707212
LOHA MANDI,22.70692565,75.86851215
WEST PATEL NAGAR,28.6519279,77.162923
SHANKER ROAD,28.6447471,77.1972623
NATIONAL MUSEUM,-6.17614245,106.8221879
P.R.ROAD,36.3818079,-105.6065946
LODHI COLONY,28.586203,77.2268576
DEFENCE COLONY.,28.5713575,77.2330402
ANDREWS GANJ,28.5645794,77.2280478
KHEL GAON,25.4146563,81.7543099
SAKET J-BLK.,28.5226318,77.2135155
A.N. TERMINAL,49.7278961,-112.824723
HAMDARD NAGAR,28.51583225,77.25013961
DHAULA KUAN,28.5948845,77.162261
MOTI BAGH,28.6673671,77.18443756
R K PURAM-I,25.6155175,85.040487
JLN UNIVERSITY,4.5051908,114.0225996
QUTAB ENCLAVE,33.7127499,73.09263374
PTS,32.681067,-17.104073
LADO SARAI CROSSING,28.5227562,77.1918575
SAT BARI,30.283394,97.9600357
DERA MORE,30.9485993,70.7277204
CHECK POST,32.7901357,35.0278096
TUGLAKABAD VILLAGE,28.5089676,77.2652186
HAMDARD NAGAR,28.51583225,77.25013961
AMBEDKAR NAGAR (T),28.5192116,77.2362095
LADO SARAI,28.5254347,77.1920657
SULTANPUR,26.26047315,82.23805321
AYA NAGAR,28.47649105,77.13291316
BADARPUR BORDER,28.493283,77.30336567
TUGLAKABAD VILLAGE,28.5089676,77.2652186
AMBEDKAR NAGAR T.,28.5192116,77.2362095
LADO SARAI,28.5254347,77.1920657
QUTAB METRO STATION,28.5131366,77.18645
SANT NAGAR,28.4129792,77.3088405
ANDREWS GANJ,28.5645794,77.2280478
"AIIMS,",28.5668602,77.2078058
NAUROJI NAGAR,28.5685678,77.1934447
MOTI BAGH,28.6673671,77.18443756
DHAULA KUAN,28.5948845,77.162261
R.R.LINES,30.35854465,76.8152705
BARAR SQUARE,28.6098994,77.1391289
NARAINA VILL,28.6220547,77.1386441
MPD,25.684084,69.07783989
RAGHUBIR NAGAR.,28.6565574,77.1122381
PASCHIM VIHAR W.T.,29.217742,79.5035902
GURU HARIKISHAN NAGAR.,30.8847742,75.7956945
ANAND VIHAR ISBT,28.6490523,77.3182836
MOTHER DAIRY,13.09600155,77.57316625
EAST RD. BRIDGE,23.8927842,120.3391327
MAHARANI BAGH,28.5720013,77.2633718
HOLI FAMILY,10.9475278,76.5225074
MODI MILLS,28.55497185,77.26710026
KHIRKI VILLAGE,28.5298852,77.2180771
PTS,32.681067,-17.104073
MEHRAULI,28.5218262,77.1783232
ANAND VIHAR ISBT,28.6490523,77.3182836
"MOTHER DAIRY,",13.09600155,77.57316625
EAST ROAD BRIDGE,23.8927842,120.3391327
SARAI  KALE KHAN ISBT,28.5905995,77.2578836
MAHARANI BAGH,28.5720013,77.2633718
HOLY FAMILY HOSPITAL,24.8721154,67.02786457
MODI MILL,28.5554693,77.2651135
SHEIKH SARAI PHASE - II,28.5386295,77.22248693
KHIRKI VILLAGE,28.5298852,77.2180771
P.T.S.,28.5329842,77.1955017
LADO SARAI,28.5254347,77.1920657
KISHAN GARH,29.9511445,76.9413014
CARGO,-33.4231882,148.8055439
ANAND VIHAR ISBT,28.6490523,77.3182836
MOTHER DAIRY,13.09600155,77.57316625
EAST ROAD BRIDGE,23.8927842,120.3391327
SARAI  KALE KHAN ISBT,28.5905995,77.2578836
MAHARANI BAGH,28.5720013,77.2633718
HOLY FAMILY HOSPITAL,24.8721154,67.02786457
OKHLA,28.5636616,77.2890546
R.K. Puram Sec-1,25.6155175,85.040487
Mohd Pur,27.2090848,81.2730581
S.N.Depot,33.8487405,-82.2593544
S.J.Hospital,13.0360827,77.575065
I.I.T. Gate.,46.488099,5.0440038
PTS.,32.681067,-17.104073
Lado Sarai CROSSING,28.5227562,77.1918575
MEHRAULI,28.5218262,77.1783232
QUTAB,28.512951,77.1864532
"KISHAN GARH,",29.9511445,76.9413014
SAMALKHA VILLAGE,28.533557,77.0896948
KAPASHERA CROSSING,28.5312381,77.0880379
BAMROLI,26.25672115,78.5804604
CHHAWLA VILLAGE,28.5623044,77.0037102
ROSHAN PURA 19 NAJAFGARH,28.60657525,76.98901038
. D.K.DEPOT,19.4220904,-99.0783503
BAPROLA,28.64038345,77.01289008
RANHOLA,28.6580019,77.0359234
NANGLOI,28.6827837,77.0670178
AMBEDKAR NAGAR TERMINAL,28.51407525,77.22830445
LADO SARAI,28.5254347,77.1920657
BAMNOLI,31.283218,77.5423837
CHHAWLA VILLAGE,28.5623044,77.0037102
ROSHAN PURA,28.60657525,76.98901038
KAPASHERA BORDER,28.5214319,77.0819265
BAMNOLI,31.283218,77.5423837
CHHAWLA VILLAGE,28.5623044,77.0037102
ROSHAN PURA,28.60657525,76.98901038
KRISHI BHAWAN,28.614871,77.212476
S.J.AIRPORT,60.3187687,24.9681249
AIIMS,28.5668602,77.2078058
ANDREWS GANJ,28.5645794,77.2280478
"KHEL GAON,",25.4146563,81.7543099
SWAMI NAGAR,31.5796805,74.34737118
